fs_id,path,class_label,ship_type,polarization,label,is_cargo,google_path
fs_0421,data/classification/fs/fs_0421.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0421.tiff
fs_0422,data/classification/fs/fs_0422.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0422.tiff
fs_0423,data/classification/fs/fs_0423.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0423.tiff
fs_0424,data/classification/fs/fs_0424.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0424.tiff
fs_0425,data/classification/fs/fs_0425.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0425.tiff
fs_0426,data/classification/fs/fs_0426.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0426.tiff
fs_0427,data/classification/fs/fs_0427.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0427.tiff
fs_0428,data/classification/fs/fs_0428.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0428.tiff
fs_0429,data/classification/fs/fs_0429.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0429.tiff
fs_0430,data/classification/fs/fs_0430.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0430.tiff
fs_0431,data/classification/fs/fs_0431.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0431.tiff
fs_0432,data/classification/fs/fs_0432.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0432.tiff
fs_0433,data/classification/fs/fs_0433.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0433.tiff
fs_0434,data/classification/fs/fs_0434.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0434.tiff
fs_0435,data/classification/fs/fs_0435.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0435.tiff
fs_0436,data/classification/fs/fs_0436.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0436.tiff
fs_0437,data/classification/fs/fs_0437.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0437.tiff
fs_0438,data/classification/fs/fs_0438.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0438.tiff
fs_0439,data/classification/fs/fs_0439.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0439.tiff
fs_0440,data/classification/fs/fs_0440.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0440.tiff
fs_0441,data/classification/fs/fs_0441.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0441.tiff
fs_0442,data/classification/fs/fs_0442.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0442.tiff
fs_0443,data/classification/fs/fs_0443.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0443.tiff
fs_0444,data/classification/fs/fs_0444.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0444.tiff
fs_0445,data/classification/fs/fs_0445.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0445.tiff
fs_0446,data/classification/fs/fs_0446.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0446.tiff
fs_0447,data/classification/fs/fs_0447.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0447.tiff
fs_0448,data/classification/fs/fs_0448.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0448.tiff
fs_0449,data/classification/fs/fs_0449.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0449.tiff
fs_0450,data/classification/fs/fs_0450.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0450.tiff
fs_0451,data/classification/fs/fs_0451.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0451.tiff
fs_0452,data/classification/fs/fs_0452.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0452.tiff
fs_0453,data/classification/fs/fs_0453.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0453.tiff
fs_0454,data/classification/fs/fs_0454.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0454.tiff
fs_0455,data/classification/fs/fs_0455.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0455.tiff
fs_0456,data/classification/fs/fs_0456.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0456.tiff
fs_0457,data/classification/fs/fs_0457.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0457.tiff
fs_0458,data/classification/fs/fs_0458.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0458.tiff
fs_0459,data/classification/fs/fs_0459.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0459.tiff
fs_0460,data/classification/fs/fs_0460.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0460.tiff
fs_0461,data/classification/fs/fs_0461.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0461.tiff
fs_0462,data/classification/fs/fs_0462.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0462.tiff
fs_0463,data/classification/fs/fs_0463.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0463.tiff
fs_0464,data/classification/fs/fs_0464.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0464.tiff
fs_0465,data/classification/fs/fs_0465.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0465.tiff
fs_0466,data/classification/fs/fs_0466.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0466.tiff
fs_0467,data/classification/fs/fs_0467.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0467.tiff
fs_0468,data/classification/fs/fs_0468.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0468.tiff
fs_0469,data/classification/fs/fs_0469.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0469.tiff
fs_0470,data/classification/fs/fs_0470.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0470.tiff
fs_0471,data/classification/fs/fs_0471.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0471.tiff
fs_0472,data/classification/fs/fs_0472.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0472.tiff
fs_0473,data/classification/fs/fs_0473.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0473.tiff
fs_0474,data/classification/fs/fs_0474.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0474.tiff
fs_0475,data/classification/fs/fs_0475.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0475.tiff
fs_0476,data/classification/fs/fs_0476.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0476.tiff
fs_0477,data/classification/fs/fs_0477.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0477.tiff
fs_0478,data/classification/fs/fs_0478.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0478.tiff
fs_0479,data/classification/fs/fs_0479.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0479.tiff
fs_0480,data/classification/fs/fs_0480.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0480.tiff
fs_0481,data/classification/fs/fs_0481.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0481.tiff
fs_0482,data/classification/fs/fs_0482.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0482.tiff
fs_0483,data/classification/fs/fs_0483.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0483.tiff
fs_0484,data/classification/fs/fs_0484.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0484.tiff
fs_0485,data/classification/fs/fs_0485.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0485.tiff
fs_0486,data/classification/fs/fs_0486.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0486.tiff
fs_0487,data/classification/fs/fs_0487.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0487.tiff
fs_0488,data/classification/fs/fs_0488.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0488.tiff
fs_0489,data/classification/fs/fs_0489.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0489.tiff
fs_0490,data/classification/fs/fs_0490.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0490.tiff
fs_0491,data/classification/fs/fs_0491.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0491.tiff
fs_0492,data/classification/fs/fs_0492.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0492.tiff
fs_0493,data/classification/fs/fs_0493.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0493.tiff
fs_0494,data/classification/fs/fs_0494.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0494.tiff
fs_0495,data/classification/fs/fs_0495.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0495.tiff
fs_0496,data/classification/fs/fs_0496.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0496.tiff
fs_0497,data/classification/fs/fs_0497.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0497.tiff
fs_0498,data/classification/fs/fs_0498.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0498.tiff
fs_0499,data/classification/fs/fs_0499.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0499.tiff
fs_0500,data/classification/fs/fs_0500.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0500.tiff
fs_0501,data/classification/fs/fs_0501.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0501.tiff
fs_0502,data/classification/fs/fs_0502.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0502.tiff
fs_0503,data/classification/fs/fs_0503.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0503.tiff
fs_0504,data/classification/fs/fs_0504.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0504.tiff
fs_0505,data/classification/fs/fs_0505.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0505.tiff
fs_0506,data/classification/fs/fs_0506.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0506.tiff
fs_0507,data/classification/fs/fs_0507.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0507.tiff
fs_0508,data/classification/fs/fs_0508.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0508.tiff
fs_0509,data/classification/fs/fs_0509.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0509.tiff
fs_0510,data/classification/fs/fs_0510.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0510.tiff
fs_0511,data/classification/fs/fs_0511.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0511.tiff
fs_0512,data/classification/fs/fs_0512.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0512.tiff
fs_0513,data/classification/fs/fs_0513.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0513.tiff
fs_0514,data/classification/fs/fs_0514.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0514.tiff
fs_0515,data/classification/fs/fs_0515.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0515.tiff
fs_0516,data/classification/fs/fs_0516.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0516.tiff
fs_0517,data/classification/fs/fs_0517.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0517.tiff
fs_0518,data/classification/fs/fs_0518.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0518.tiff
fs_0519,data/classification/fs/fs_0519.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0519.tiff
fs_0520,data/classification/fs/fs_0520.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0520.tiff
fs_0521,data/classification/fs/fs_0521.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0521.tiff
fs_0522,data/classification/fs/fs_0522.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0522.tiff
fs_0523,data/classification/fs/fs_0523.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0523.tiff
fs_0524,data/classification/fs/fs_0524.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0524.tiff
fs_0525,data/classification/fs/fs_0525.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0525.tiff
fs_0526,data/classification/fs/fs_0526.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0526.tiff
fs_0527,data/classification/fs/fs_0527.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0527.tiff
fs_0528,data/classification/fs/fs_0528.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0528.tiff
fs_0529,data/classification/fs/fs_0529.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0529.tiff
fs_0530,data/classification/fs/fs_0530.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0530.tiff
fs_0531,data/classification/fs/fs_0531.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0531.tiff
fs_0532,data/classification/fs/fs_0532.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0532.tiff
fs_0533,data/classification/fs/fs_0533.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0533.tiff
fs_0534,data/classification/fs/fs_0534.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0534.tiff
fs_0535,data/classification/fs/fs_0535.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0535.tiff
fs_0536,data/classification/fs/fs_0536.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0536.tiff
fs_0537,data/classification/fs/fs_0537.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0537.tiff
fs_0538,data/classification/fs/fs_0538.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0538.tiff
fs_0539,data/classification/fs/fs_0539.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0539.tiff
fs_0540,data/classification/fs/fs_0540.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0540.tiff
fs_0541,data/classification/fs/fs_0541.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0541.tiff
fs_0542,data/classification/fs/fs_0542.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0542.tiff
fs_0543,data/classification/fs/fs_0543.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0543.tiff
fs_0544,data/classification/fs/fs_0544.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0544.tiff
fs_0545,data/classification/fs/fs_0545.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0545.tiff
fs_0546,data/classification/fs/fs_0546.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0546.tiff
fs_0547,data/classification/fs/fs_0547.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0547.tiff
fs_0548,data/classification/fs/fs_0548.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0548.tiff
fs_0549,data/classification/fs/fs_0549.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0549.tiff
fs_0550,data/classification/fs/fs_0550.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0550.tiff
fs_0551,data/classification/fs/fs_0551.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0551.tiff
fs_0552,data/classification/fs/fs_0552.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0552.tiff
fs_0553,data/classification/fs/fs_0553.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0553.tiff
fs_0554,data/classification/fs/fs_0554.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0554.tiff
fs_0555,data/classification/fs/fs_0555.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0555.tiff
fs_0556,data/classification/fs/fs_0556.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0556.tiff
fs_0557,data/classification/fs/fs_0557.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0557.tiff
fs_0558,data/classification/fs/fs_0558.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0558.tiff
fs_0559,data/classification/fs/fs_0559.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0559.tiff
fs_0560,data/classification/fs/fs_0560.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0560.tiff
fs_0561,data/classification/fs/fs_0561.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0561.tiff
fs_0562,data/classification/fs/fs_0562.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0562.tiff
fs_0563,data/classification/fs/fs_0563.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0563.tiff
fs_0564,data/classification/fs/fs_0564.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0564.tiff
fs_0565,data/classification/fs/fs_0565.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0565.tiff
fs_0566,data/classification/fs/fs_0566.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0566.tiff
fs_0567,data/classification/fs/fs_0567.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0567.tiff
fs_0568,data/classification/fs/fs_0568.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0568.tiff
fs_0569,data/classification/fs/fs_0569.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0569.tiff
fs_0570,data/classification/fs/fs_0570.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0570.tiff
fs_0571,data/classification/fs/fs_0571.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0571.tiff
fs_0572,data/classification/fs/fs_0572.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0572.tiff
fs_0573,data/classification/fs/fs_0573.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0573.tiff
fs_0574,data/classification/fs/fs_0574.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0574.tiff
fs_0575,data/classification/fs/fs_0575.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0575.tiff
fs_0576,data/classification/fs/fs_0576.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0576.tiff
fs_0577,data/classification/fs/fs_0577.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0577.tiff
fs_0578,data/classification/fs/fs_0578.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0578.tiff
fs_0579,data/classification/fs/fs_0579.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0579.tiff
fs_0580,data/classification/fs/fs_0580.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0580.tiff
fs_0581,data/classification/fs/fs_0581.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0581.tiff
fs_0582,data/classification/fs/fs_0582.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0582.tiff
fs_0583,data/classification/fs/fs_0583.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0583.tiff
fs_0584,data/classification/fs/fs_0584.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0584.tiff
fs_0585,data/classification/fs/fs_0585.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0585.tiff
fs_0586,data/classification/fs/fs_0586.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0586.tiff
fs_0587,data/classification/fs/fs_0587.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0587.tiff
fs_0588,data/classification/fs/fs_0588.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0588.tiff
fs_0589,data/classification/fs/fs_0589.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0589.tiff
fs_0590,data/classification/fs/fs_0590.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0590.tiff
fs_0591,data/classification/fs/fs_0591.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0591.tiff
fs_0592,data/classification/fs/fs_0592.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0592.tiff
fs_0593,data/classification/fs/fs_0593.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0593.tiff
fs_0594,data/classification/fs/fs_0594.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0594.tiff
fs_0595,data/classification/fs/fs_0595.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0595.tiff
fs_0596,data/classification/fs/fs_0596.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0596.tiff
fs_0597,data/classification/fs/fs_0597.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0597.tiff
fs_0598,data/classification/fs/fs_0598.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0598.tiff
fs_0599,data/classification/fs/fs_0599.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0599.tiff
fs_0600,data/classification/fs/fs_0600.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0600.tiff
fs_0601,data/classification/fs/fs_0601.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0601.tiff
fs_0602,data/classification/fs/fs_0602.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0602.tiff
fs_0603,data/classification/fs/fs_0603.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0603.tiff
fs_0604,data/classification/fs/fs_0604.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0604.tiff
fs_0605,data/classification/fs/fs_0605.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0605.tiff
fs_0606,data/classification/fs/fs_0606.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0606.tiff
fs_0607,data/classification/fs/fs_0607.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0607.tiff
fs_0608,data/classification/fs/fs_0608.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0608.tiff
fs_0609,data/classification/fs/fs_0609.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0609.tiff
fs_0610,data/classification/fs/fs_0610.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0610.tiff
fs_0611,data/classification/fs/fs_0611.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0611.tiff
fs_0612,data/classification/fs/fs_0612.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0612.tiff
fs_0613,data/classification/fs/fs_0613.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0613.tiff
fs_0614,data/classification/fs/fs_0614.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0614.tiff
fs_0615,data/classification/fs/fs_0615.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0615.tiff
fs_0616,data/classification/fs/fs_0616.tiff,Cargo/CargoShip,,,cargo,1,/content/drive/MyDrive/classification/fs/fs_0616.tiff
